0,1,2,3,4,5,6,7,8
10.0,20.0,21.2,0.05474235890060826,2.84075446495629,47.38636663257439,2.9211310450751955,59083.0,47.38636663257439
15.0,20.0,21.2,0.08353375935316691,2.3335780562138577,43.792772157706494,2.4672573935593025,59083.0,43.792772157706494
20.0,20.0,8.3,0.10532599521836954,1.7947219773793985,41.76134335759008,1.9547611982041828,59071.0,53.166721694031764
25.0,20.0,8.3,0.1352963696155952,1.6192777009492203,40.278640857614576,1.8335349864544335,59071.0,51.148118382890246
30.0,20.0,8.3,0.1628294873109038,1.4828535174660562,39.4348999000666,1.750788230122623,59071.0,49.794402768133494
35.0,20.0,8.3,0.18818409842847336,1.365940057038952,39.06423980494368,1.6834152525635688,59071.0,48.88939162244121
40.0,20.0,8.3,0.21107483793389187,1.2880537936756657,38.60915228684564,1.661814799101416,59071.0,48.171408430522234
45.0,20.0,8.3,0.23955461317017426,1.210168206894932,38.39771915816689,1.6323874833425178,59071.0,48.01436625134612
50.0,20.0,10.6,0.2754696615960773,1.2274874500397897,44.56444290746413,1.6917467530701575,59083.0,44.56444290746413
55.0,20.0,10.6,0.3006816206524342,1.175835688745407,44.57500161070132,1.692619750016417,59083.0,44.57500161070132
60.0,20.0,10.6,0.32086223691181043,1.1241845266263988,44.50615788556786,1.686929083352235,59083.0,44.50615788556786
65.0,20.0,10.6,0.35127240171473095,1.0898301588031536,44.78083412693755,1.7096530381324104,59083.0,44.78083412693755
70.0,20.0,10.6,0.370173916217914,1.0554790864444683,45.00426238650127,1.7281745551300491,59083.0,45.00426238650127
75.0,20.0,10.6,0.3940112202747354,1.0211295120242196,45.165447365160134,1.7415569297741342,59083.0,45.165447365160134
80.0,20.0,10.6,0.41448448740715715,0.9867796380162833,45.25466702825473,1.748971786541214,59083.0,45.25466702825473
85.0,20.0,10.6,0.4429884205194417,0.9524276668945364,45.26351220294692,1.7497071767031898,59083.0,45.26351220294692
90.0,20.0,10.6,0.46953252918335675,0.9353939105881918,45.78268368568875,1.792961182843359,59083.0,45.78268368568875
95.0,20.0,10.6,0.48018427185505785,0.9010378950326666,45.642129907561596,1.78123376077736,59083.0,45.642129907561596
100.0,20.0,10.6,0.5158754563527767,0.8840081831601001,46.06641281324376,1.8166737787421858,59083.0,46.06641281324376
5.0,30.0,21.2,0.029243288189475268,3.215884103018468,49.9834076106113,3.256760479744368,59083.0,49.9834076106113
10.0,30.0,21.2,0.061602132079489766,2.2935750374718853,43.19794817169503,2.393396286169396,59083.0,43.19794817169503
15.0,30.0,8.3,0.08856741026855808,1.6680802679396292,40.203897427592025,1.8073903148106871,59071.0,50.9192590914563
20.0,30.0,8.3,0.12018103310555105,1.4572866668228375,38.58927755071262,1.6575297172015275,59071.0,48.567417269173056
25.0,30.0,8.3,0.14804338124814465,1.304018177175146,37.84547908375849,1.563145947662813,59071.0,47.08278587743793
30.0,30.0,8.3,0.17699099089586615,1.1891027381409065,37.25252393451761,1.505316145299934,59071.0,46.30133328629945
35.0,30.0,8.3,0.2023825340312034,1.0933648873779356,36.84067632702847,1.4611095164127668,59071.0,45.67746751112908
40.0,30.0,8.3,0.22587836512917941,1.0359915672454734,36.66444384959988,1.4683330374080545,59071.0,45.62239949833251
45.0,30.0,8.3,0.24983056169003154,0.9786207982279126,36.37395018819119,1.4670258581074784,59071.0,45.44158081176388
50.0,30.0,8.3,0.27711173795188454,0.921248753652901,36.404277062323914,1.45436243033046,59071.0,45.55962559913341
55.0,30.0,4.15,0.3186899985313604,0.8629651036928521,42.7427681528073,1.4334383692621189,59071.0,53.85198331514341
60.0,30.0,4.15,0.3491828071921129,0.8233456030857956,43.063492801306055,1.4456069417441197,59071.0,54.35752729918568
65.0,30.0,4.15,0.3654093100051136,0.7970066053967604,43.30327628475631,1.482989988077435,59071.0,54.764500601716804
70.0,30.0,4.15,0.39880671160299247,0.7573825470065535,43.448199398641194,1.478483928538474,59071.0,55.04724312213117
75.0,30.0,4.15,0.4170553624759685,0.7443339029281548,43.48666072950772,1.5424046929648707,59071.0,55.78372288332434
80.0,30.0,4.15,0.4446305232855237,0.7179966695422745,43.89397015015631,1.5487955271397849,59071.0,56.44118917352022
85.0,30.0,4.15,0.46946222767633994,0.6916564956511357,43.78691203797598,1.554167675396441,59071.0,57.00465940860249
90.0,30.0,4.15,0.49130189501673743,0.6786178492906153,43.64329492851387,1.5570960259217381,59071.0,57.46058088811345
95.0,30.0,4.15,0.5099492964800784,0.6655836136879826,43.460512637965586,1.557312530445941,59071.0,57.79689451082739
100.0,30.0,4.15,0.5444411645911861,0.6392355004326462,43.678923285381835,1.5545894936149796,59071.0,58.83635001063017
5.0,40.0,21.2,0.03251167146534241,2.846426116116229,47.18365530775664,2.8951936329565777,59083.0,47.18365530775664
10.0,40.0,8.3,0.06258909890215061,1.7981855052656204,41.1902431041686,1.8953182033658615,59071.0,52.44788881486546
15.0,40.0,8.3,0.09684231036303015,1.4855504179393597,38.517091059106676,1.6483474502559334,59071.0,48.50462146051326
20.0,40.0,8.3,0.12564795361933154,1.2901961153274324,37.332154816697326,1.517685396741108,59071.0,46.321760711887976
25.0,40.0,8.3,0.15709134612018738,1.153486846404321,36.509591755317096,1.4431874392212907,59071.0,45.34620209664596
30.0,40.0,8.3,0.18214200127332894,1.0558788265118646,36.15856668056439,1.407993275777068,59071.0,44.83122909163765
35.0,40.0,8.3,0.20921778556890608,0.8700051106151918,35.64135830848642,1.2737279368069763,59894.0,43.724430997721996
40.0,40.0,4.15,0.24858764694481178,0.8928106045714623,41.69311068984017,1.342558353400884,59071.0,52.163433692660014
45.0,40.0,4.15,0.2821289272831244,0.8388789335991677,41.810638697275124,1.346936666583868,59071.0,52.55866665382879
50.0,40.0,4.15,0.3104999746620694,0.7984773990676203,41.78302199507401,1.3698855966393801,59071.0,52.815746921148715
55.0,40.0,4.15,0.33276226708279333,0.7580755266563043,42.13929225629081,1.3835082522783388,59071.0,53.41528273636029
60.0,40.0,4.15,0.3597097346597759,0.7312112240406468,42.39435511902565,1.4237154068692637,59071.0,53.882656162239265
65.0,40.0,4.15,0.3818235989467753,0.7043489487036013,42.5311849441429,1.4575981837740564,59071.0,54.18524987636157
70.0,40.0,4.15,0.4128489914261398,0.6774866733665559,42.53618238586231,1.454884858801897,59071.0,54.980488286377955
75.0,40.0,4.15,0.44091713289092976,0.6506223707508982,42.646138112904936,1.4630519590435367,59071.0,55.66752895601885
80.0,40.0,4.15,0.4656762777253967,0.6373138834384082,42.528717518331646,1.4394748388340088,59071.0,56.22819134458503
85.0,40.0,4.15,0.4868420802946811,0.6240104643224483,42.366880019930946,1.4405003291103395,59071.0,56.64653078675331
90.0,40.0,4.15,0.5041952263733755,0.5971397419911858,42.15769091355601,1.4381998680931556,59071.0,57.82299881353674
95.0,40.0,4.15,0.5390028703250476,0.5838371675746477,42.37821990103782,1.46555944474013,59071.0,57.975102235295985
100.0,40.0,4.15,0.5726621497109398,0.570536282556953,42.58428488995905,1.4572454203786873,59071.0,58.982449171809186
5.0,50.0,21.2,0.035197843852450665,2.581453365664195,45.14267243001419,2.636244200347274,59083.0,45.14267243001419
10.0,50.0,8.3,0.0680249536044257,1.6478163292866792,39.59723938574231,1.7585940043064576,59071.0,50.273470556922945
15.0,50.0,8.3,0.10091075597358805,1.3501111268477348,37.56698634064787,1.5295891144199922,59071.0,46.7285623614661
20.0,50.0,8.3,0.132879397059196,1.1715328301344148,36.30789121023862,1.4183423843868215,59071.0,45.04195613342754
25.0,50.0,8.3,0.16176203300548914,0.9436965916449384,35.732248223339354,1.254329161975762,59894.0,43.423065402782
30.0,50.0,4.15,0.1998554806778373,0.9340585480401997,41.1769915708351,1.2894169868267942,59071.0,51.476816825375394
35.0,50.0,4.15,0.23215028485221323,0.8655325832014283,40.714448201631456,1.287419345661342,59071.0,51.395110056218904
40.0,50.0,4.15,0.262970997273377,0.8107454198185435,40.89648385436273,1.298551281015207,59071.0,51.50998427400744
45.0,50.0,4.15,0.2857287928106877,0.7697010273980175,40.92187118094361,1.328248522348166,59071.0,51.88066020025351
50.0,50.0,4.15,0.31990169295819637,0.7286573910739622,41.33354842954728,1.3476429947197506,59071.0,52.03904876671376
55.0,50.0,8.3,0.32415373657895036,0.6433657615533633,34.95060933262297,1.325746860890853,59894.0,44.66351270211473
60.0,50.0,8.3,0.34923766675898116,0.6234576158053239,35.25491997862457,1.314561416756574,59894.0,45.515977249829135
65.0,50.0,8.3,0.36954482693725316,0.6035533388934794,35.501321837694896,1.2980160263751117,59894.0,46.271713036885686
70.0,50.0,8.3,0.40606710590251976,0.5836512727451748,35.65913776926145,1.3191853174520685,59894.0,46.912812117014
75.0,50.0,8.3,0.4174631525309411,0.5637497592877554,35.309276099206954,1.2925785566834214,59894.0,47.42419967963565
80.0,50.0,4.15,0.48573311866555985,0.5786650978138196,41.67898257733191,1.379755287861619,59071.0,56.24503143187439
85.0,50.0,4.15,0.5036523232022757,0.5651431070209681,41.46864716067296,1.3773625162802912,59071.0,57.50953846391292
90.0,50.0,4.15,0.5401796280443693,0.5516237625657648,41.708420562025395,1.4059682932252713,59071.0,57.63329619993235
95.0,50.0,4.15,0.5502937025199548,0.5381059303035033,41.401030496577334,1.3966668542942329,59071.0,58.69393848359466
100.0,50.0,4.15,0.5819689825009774,0.5245884760894773,41.580798234208565,1.421254044909443,59071.0,59.6736972540764
5.0,60.0,8.3,0.03299786758127305,2.0932982266795537,43.436959057747586,2.1427713086402083,59071.0,55.94065861596117
10.0,60.0,8.3,0.07141267467739346,1.5009248445451353,38.28918722313722,1.6224889807230092,59071.0,48.205476893107516
15.0,60.0,8.3,0.10523454135044298,1.224533201184821,36.4821455796353,1.416738182894513,59071.0,45.1759071068782
20.0,60.0,8.3,0.1343817546077426,0.958617418382178,35.48281042267881,1.219713535061603,59894.0,42.88335609434505
25.0,60.0,4.15,0.1743540639446383,0.9290481639565881,40.52914182410926,1.2408573943049022,59071.0,50.56591958131831
30.0,60.0,8.3,0.1887889699562589,0.7791170882299191,34.379500954770606,1.173067544831164,59894.0,42.15200346105429
