id,perm,al,ajuste,le,a,b,c,En,Vol,Ae,a_stmz,b_stmz,c_stmz,a_mag,b_mag,c_mag,d_mag,e_mag,x_mag,OuterDiam,IntDiam,HT,WinArea
77191,26,60.0,0.92,125.0,0.01,5.266e-07,1.819,40.0,29600.0,229.0,52.36,1.988,1.54,0.0376,0.0171,0.000516,0.0919,0.000491,1.812,58.04,25.58,16.13,514.0
77189,40,92.0,0.92,125.0,0.01,2.177e-06,1.704,40.0,29600.0,229.0,52.36,1.988,1.54,0.0379,0.0163,0.000536,0.0737,0.000511,1.665,58.04,25.58,16.13,514.0
77192,60,138.0,0.92,125.0,0.01,2.142e-06,1.855,40.0,29600.0,229.0,44.3,1.988,1.54,0.036,0.0172,0.00054,0.0562,0.000516,1.577,58.04,25.58,16.13,514.0
77193,75,172.0,0.92,125.0,0.01,3.885e-06,1.819,40.0,29600.0,229.0,44.3,1.988,1.54,0.0311,0.0229,0.000534,0.0557,0.000498,1.614,58.04,25.58,16.13,514.0
77194,90,207.0,0.92,125.0,0.01,5.83e-06,1.819,40.0,29600.0,229.0,44.3,1.988,1.54,0.0297,0.0254,0.000514,0.0531,0.000487,1.578,58.04,25.58,16.13,514.0
77195,125,287.0,0.92,125.0,0.01,2.209e-05,1.636,40.0,29600.0,229.0,44.3,1.988,1.54,0.0273,0.0295,0.000504,0.0527,0.000464,1.471,58.04,25.58,16.13,514.0
77614,14,44.0,0.92,144.0,0.01,4.938e-08,2.0,100.0,51800.0,360.0,80.55,1.988,1.54,0.0392,0.0186,0.000481,0.139,0.000448,1.875,63.09,31.7,25.91,789.0
77615,26,82.0,0.92,144.0,0.01,5.266e-07,1.819,100.0,51800.0,360.0,52.36,1.988,1.54,0.0376,0.0171,0.000516,0.0919,0.000491,1.812,63.09,31.7,25.91,789.0
77616,40,126.0,0.92,144.0,0.01,2.177e-06,1.704,100.0,51800.0,360.0,52.36,1.988,1.54,0.0379,0.0163,0.000536,0.0737,0.000511,1.665,63.09,31.7,25.91,789.0
77617,60,189.0,0.92,144.0,0.01,2.142e-06,1.855,100.0,51800.0,360.0,44.3,1.988,1.54,0.036,0.0172,0.00054,0.0562,0.000516,1.577,63.09,31.7,25.91,789.0
77618,75,237.0,0.92,144.0,0.01,3.885e-06,1.819,100.0,51800.0,360.0,44.3,1.988,1.54,0.0311,0.0229,0.000534,0.0557,0.000498,1.614,63.09,31.7,25.91,789.0
77619,90,284.0,0.92,144.0,0.01,5.83e-06,1.819,100.0,51800.0,360.0,44.3,1.988,1.54,0.0297,0.0254,0.000514,0.0531,0.000487,1.578,63.09,31.7,25.91,789.0
77620,125,394.0,0.92,144.0,0.01,2.209e-05,1.636,100.0,51800.0,360.0,44.3,1.988,1.54,0.0273,0.0295,0.000504,0.0527,0.000464,1.471,63.09,31.7,25.91,789.0
77075,14,35.0,0.92,158.0,0.01,4.938e-08,2.0,90.0,49700.0,314.0,80.55,1.988,1.54,0.0392,0.0186,0.000481,0.139,0.000448,1.875,69.42,34.67,21.41,945.0
77074,26,65.0,0.92,158.0,0.01,5.266e-07,1.819,90.0,49700.0,314.0,52.36,1.988,1.54,0.0376,0.0171,0.000516,0.0919,0.000491,1.812,69.42,34.67,21.41,945.0
77073,40,100.0,0.92,158.0,0.01,2.177e-06,1.704,90.0,49700.0,314.0,52.36,1.988,1.54,0.0379,0.0163,0.000536,0.0737,0.000511,1.665,69.42,34.67,21.41,945.0
77072,60,143.0,0.92,158.0,0.01,2.142e-06,1.855,90.0,49700.0,314.0,44.3,1.988,1.54,0.036,0.0172,0.00054,0.0562,0.000516,1.577,69.42,34.67,21.41,945.0
77069,75,187.0,0.92,158.0,0.01,3.885e-06,1.819,90.0,49700.0,314.0,44.3,1.988,1.54,0.0311,0.0229,0.000534,0.0557,0.000498,1.614,69.42,34.67,21.41,945.0
77068,90,225.0,0.92,158.0,0.01,5.83e-06,1.819,90.0,49700.0,314.0,44.3,1.988,1.54,0.0297,0.0254,0.000514,0.0531,0.000487,1.578,69.42,34.67,21.41,945.0
77070,125,312.0,0.92,158.0,0.01,2.209e-05,1.636,90.0,49700.0,314.0,44.3,1.988,1.54,0.0273,0.0295,0.000504,0.0527,0.000464,1.471,69.42,34.67,21.41,945.0
77734,14,48.0,0.92,184.0,0.01,4.938e-08,2.0,200.0,91400.0,497.0,80.55,1.988,1.54,0.0392,0.0186,0.000481,0.139,0.000448,1.875,75.21,44.4,35.92,1550.0
77735,26,88.0,0.92,184.0,0.01,5.266e-07,1.819,200.0,91400.0,497.0,52.36,1.988,1.54,0.0376,0.0171,0.000516,0.0919,0.000491,1.812,75.21,44.4,35.92,1550.0
77736,40,136.0,0.92,184.0,0.01,2.177e-06,1.704,200.0,91400.0,497.0,52.36,1.988,1.54,0.0379,0.0163,0.000536,0.0737,0.000511,1.665,75.21,44.4,35.92,1550.0
77737,60,204.0,0.92,184.0,0.01,2.142e-06,1.855,200.0,91400.0,497.0,44.3,1.988,1.54,0.036,0.0172,0.00054,0.0562,0.000516,1.577,75.21,44.4,35.92,1550.0
77738,75,255.0,0.92,184.0,0.01,3.885e-06,1.819,200.0,91400.0,497.0,44.3,1.988,1.54,0.0311,0.0229,0.000534,0.0557,0.000498,1.614,75.21,44.4,35.92,1550.0
77739,90,306.0,0.92,184.0,0.01,5.83e-06,1.819,200.0,91400.0,497.0,44.3,1.988,1.54,0.0297,0.0254,0.000514,0.0531,0.000487,1.578,75.21,44.4,35.92,1550.0
77740,125,425.0,0.92,184.0,0.01,2.209e-05,1.636,200.0,91400.0,497.0,44.3,1.988,1.54,0.0273,0.0295,0.000504,0.0527,0.000464,1.471,75.21,44.4,35.92,1550.0
77869,14,16.0,0.92,196.0,0.01,4.938e-08,2.0,100.0,34500.0,176.0,80.55,1.988,1.54,0.0392,0.0186,0.000481,0.139,0.000448,1.875,78.94,48.21,13.84,1820.0
77868,26,30.0,0.92,196.0,0.01,5.266e-07,1.819,100.0,34500.0,176.0,52.36,1.988,1.54,0.0376,0.0171,0.000516,0.0919,0.000491,1.812,78.94,48.21,13.84,1820.0
77872,40,45.0,0.92,196.0,0.01,2.177e-06,1.704,100.0,34500.0,176.0,52.36,1.988,1.54,0.0379,0.0163,0.000536,0.0737,0.000511,1.665,78.94,48.21,13.84,1820.0
77867,60,68.0,0.92,196.0,0.01,2.142e-06,1.855,100.0,34500.0,176.0,44.3,1.988,1.54,0.036,0.0172,0.00054,0.0562,0.000516,1.577,78.94,48.21,13.84,1820.0
77871,75,85.0,0.92,196.0,0.01,3.885e-06,1.819,100.0,34500.0,176.0,44.3,1.988,1.54,0.0311,0.0229,0.000534,0.0557,0.000498,1.614,78.94,48.21,13.84,1820.0
77870,90,102.0,0.92,196.0,0.01,5.83e-06,1.819,100.0,34500.0,176.0,44.3,1.988,1.54,0.0297,0.0254,0.000514,0.0531,0.000487,1.578,78.94,48.21,13.84,1820.0
77866,125,142.0,0.92,196.0,0.01,2.209e-05,1.636,100.0,34500.0,176.0,44.3,1.988,1.54,0.0273,0.0295,0.000504,0.0527,0.000464,1.471,78.94,48.21,13.84,1820.0
77909,14,20.0,0.92,196.0,0.01,4.938e-08,2.0,100.0,43400.0,221.0,80.55,1.988,1.54,0.0392,0.0186,0.000481,0.139,0.000448,1.875,78.94,48.21,17.02,1820.0
77908,26,37.0,0.92,196.0,0.01,5.266e-07,1.819,100.0,43400.0,221.0,52.36,1.988,1.54,0.0376,0.0171,0.000516,0.0919,0.000491,1.812,78.94,48.21,17.02,1820.0
77912,40,57.0,0.92,196.0,0.01,2.177e-06,1.704,100.0,43400.0,221.0,52.36,1.988,1.54,0.0379,0.0163,0.000536,0.0737,0.000511,1.665,78.94,48.21,17.02,1820.0
77907,60,85.0,0.92,196.0,0.01,2.142e-06,1.855,100.0,43400.0,221.0,44.3,1.988,1.54,0.036,0.0172,0.00054,0.0562,0.000516,1.577,78.94,48.21,17.02,1820.0
77911,75,106.0,0.92,196.0,0.01,3.885e-06,1.819,100.0,43400.0,221.0,44.3,1.988,1.54,0.0311,0.0229,0.000534,0.0557,0.000498,1.614,78.94,48.21,17.02,1820.0
77910,90,128.0,0.92,196.0,0.01,5.83e-06,1.819,100.0,43400.0,221.0,44.3,1.988,1.54,0.0297,0.0254,0.000514,0.0531,0.000487,1.578,78.94,48.21,17.02,1820.0
77906,125,177.0,0.92,196.0,0.01,2.209e-05,1.636,100.0,43400.0,221.0,44.3,1.988,1.54,0.0273,0.0295,0.000504,0.0527,0.000464,1.471,78.94,48.21,17.02,1820.0
77774,14,47.0,0.92,177.2,0.01,4.938e-08,2.0,200.0,81500.0,492.0,80.55,1.988,1.54,0.0392,0.0186,0.000481,0.139,0.000448,1.875,78.94,38.33,26.85,1150.0
77775,26,88.0,0.92,177.2,0.01,5.266e-07,1.819,200.0,81500.0,492.0,52.36,1.988,1.54,0.0376,0.0171,0.000516,0.0919,0.000491,1.812,78.94,38.33,26.85,1150.0
77776,40,135.0,0.92,177.2,0.01,2.177e-06,1.704,200.0,81500.0,492.0,52.36,1.988,1.54,0.0379,0.0163,0.000536,0.0737,0.000511,1.665,78.94,38.33,26.85,1150.0
77777,60,205.0,0.92,177.2,0.01,2.142e-06,1.855,200.0,81500.0,492.0,44.3,1.988,1.54,0.036,0.0172,0.00054,0.0562,0.000516,1.577,78.94,38.33,26.85,1150.0
77773,75,256.0,0.92,177.2,0.01,3.885e-06,1.819,200.0,81500.0,492.0,44.3,1.988,1.54,0.0311,0.0229,0.000534,0.0557,0.000498,1.614,78.94,38.33,26.85,1150.0
77778,125,425.0,0.92,177.2,0.01,2.209e-05,1.636,200.0,81500.0,492.0,44.3,1.988,1.54,0.0273,0.0295,0.000504,0.0527,0.000464,1.471,78.94,38.33,26.85,1150.0
77101,14,26.0,0.92,243.0,0.01,4.938e-08,2.0,300.0,86900.0,358.0,80.55,1.988,1.54,0.0392,0.0186,0.000481,0.139,0.000448,1.875,103.0,55.75,17.91,2470.0
77102,26,48.0,0.92,243.0,0.01,5.266e-07,1.819,300.0,86900.0,358.0,52.36,1.988,1.54,0.0376,0.0171,0.000516,0.0919,0.000491,1.812,103.0,55.75,17.91,2470.0
77100,40,74.0,0.92,243.0,0.01,2.177e-06,1.704,300.0,86900.0,358.0,52.36,1.988,1.54,0.0379,0.0163,0.000536,0.0737,0.000511,1.665,103.0,55.75,17.91,2470.0
77099,60,111.0,0.92,243.0,0.01,2.142e-06,1.855,300.0,86900.0,358.0,44.3,1.988,1.54,0.036,0.0172,0.00054,0.0562,0.000516,1.577,103.0,55.75,17.91,2470.0
77159,75,138.0,0.92,243.0,0.01,3.885e-06,1.819,300.0,86900.0,358.0,44.3,1.988,1.54,0.0311,0.0229,0.000534,0.0557,0.000498,1.614,103.0,55.75,17.91,2470.0
77096,90,167.0,0.92,243.0,0.01,5.83e-06,1.819,300.0,86900.0,358.0,44.3,1.988,1.54,0.0297,0.0254,0.000514,0.0531,0.000487,1.578,103.0,55.75,17.91,2470.0
77098,125,232.0,0.92,243.0,0.01,2.209e-05,1.636,300.0,86900.0,358.0,44.3,1.988,1.54,0.0273,0.0295,0.000504,0.0527,0.000464,1.471,103.0,55.75,17.91,2470.0
77336,14,37.0,0.92,324.0,0.01,4.938e-08,2.0,900.0,220000.0,678.0,80.55,1.988,1.54,0.0392,0.0186,0.000481,0.139,0.000448,1.875,133.96,77.19,26.8,4710.0
77337,26,68.0,0.92,324.0,0.01,5.266e-07,1.819,900.0,220000.0,678.0,52.36,1.988,1.54,0.0376,0.0171,0.000516,0.0919,0.000491,1.812,133.96,77.19,26.8,4710.0
77338,40,105.0,0.92,324.0,0.01,2.177e-06,1.704,900.0,220000.0,678.0,52.36,1.988,1.54,0.0379,0.0163,0.000536,0.0737,0.000511,1.665,133.96,77.19,26.8,4710.0
77339,60,158.0,0.92,324.0,0.01,2.142e-06,1.855,900.0,220000.0,678.0,44.3,1.988,1.54,0.036,0.0172,0.00054,0.0562,0.000516,1.577,133.96,77.19,26.8,4710.0
77164,14,42.0,0.92,412.0,0.01,4.938e-08,2.0,2000.0,407000.0,987.0,80.55,1.988,1.54,0.0392,0.0186,0.000481,0.139,0.000448,1.875,166.5,101.02,33.15,8030.0
77165,26,78.0,0.92,412.0,0.01,5.266e-07,1.819,2000.0,407000.0,987.0,52.36,1.988,1.54,0.0376,0.0171,0.000516,0.0919,0.000491,1.812,166.5,101.02,33.15,8030.0
55140,125,26.0,0.92,8.06,0.01,4.06e-07,2.518,0.001,10.5,1.3,62.22,2.103,1.561,0.0342,0.0209,0.000548,0.0337,0.000494,1.364,4.19,1.27,2.16,1.27
55139,147,31.0,0.92,8.06,0.01,9.12e-07,2.43,0.001,10.5,1.3,56.51,2.103,1.598,0.0289,0.0265,0.000529,0.0346,0.000503,1.396,4.19,1.27,2.16,1.27
55138,160,33.0,0.92,8.06,0.01,9.53e-07,2.477,0.001,10.5,1.3,56.51,2.103,1.598,0.0284,0.0274,0.000512,0.0324,0.000505,1.365,4.19,1.27,2.16,1.27
55134,173,36.0,0.92,8.06,0.01,8.08e-07,2.563,0.001,10.5,1.3,56.51,2.103,1.598,0.0293,0.0271,0.000492,0.028,0.000513,1.325,4.19,1.27,2.16,1.27
55137,200,42.0,0.92,8.06,0.01,1.5e-06,2.477,0.001,10.5,1.3,53.71,2.103,1.624,0.0226,0.0325,0.00051,0.0317,0.000523,1.316,4.19,1.27,2.16,1.27
55135,300,62.0,0.92,8.06,0.01,4.91e-06,2.43,0.001,10.5,1.3,53.71,2.103,1.624,0.00288,0.0518,0.000579,0.049,0.00051,1.254,4.19,1.27,2.16,1.27
55150,125,35.0,0.92,9.42,0.01,4.06e-07,2.518,0.0015,19.9,2.11,62.22,2.103,1.561,0.0342,0.0209,0.000548,0.0337,0.000494,1.364,4.57,1.73,3.18,2.32
55149,147,41.0,0.92,9.42,0.01,9.12e-07,2.43,0.0015,19.9,2.11,56.51,2.103,1.598,0.0289,0.0265,0.000529,0.0346,0.000503,1.396,4.57,1.73,3.18,2.32
55148,160,45.0,0.92,9.42,0.01,9.53e-07,2.477,0.0015,19.9,2.11,56.51,2.103,1.598,0.0284,0.0274,0.000512,0.0324,0.000505,1.365,4.57,1.73,3.18,2.32
55144,173,48.0,0.92,9.42,0.01,8.08e-07,2.563,0.0015,19.9,2.11,56.51,2.103,1.598,0.0293,0.0271,0.000492,0.028,0.000513,1.325,4.57,1.73,3.18,2.32
55147,200,56.0,0.92,9.42,0.01,1.5e-06,2.477,0.0015,19.9,2.11,53.71,2.103,1.624,0.0226,0.0325,0.00051,0.0317,0.000523,1.316,4.57,1.73,3.18,2.32
55145,300,84.0,0.92,9.42,0.01,4.91e-06,2.43,0.0015,19.9,2.11,53.71,2.103,1.624,0.00288,0.0518,0.000579,0.049,0.00051,1.254,4.57,1.73,3.18,2.32
55181,60,20.0,0.85,10.6,0.01,1.17e-07,2.436,0.002,30.3,2.85,72.15,2.103,1.449,0.0393,0.0137,0.000573,0.051,0.000522,1.528,5.28,1.85,3.18,2.69
55180,125,42.0,0.92,10.6,0.01,4.06e-07,2.518,0.002,30.3,2.85,62.22,2.103,1.561,0.0342,0.0209,0.000548,0.0337,0.000494,1.364,5.28,1.85,3.18,2.69
55179,147,49.0,0.92,10.6,0.01,9.12e-07,2.43,0.002,30.3,2.85,56.51,2.103,1.598,0.0289,0.0265,0.000529,0.0346,0.000503,1.396,5.28,1.85,3.18,2.69
55178,160,53.0,0.92,10.6,0.01,9.53e-07,2.477,0.002,30.3,2.85,56.51,2.103,1.598,0.0284,0.0274,0.000512,0.0324,0.000505,1.365,5.28,1.85,3.18,2.69
55174,173,57.0,0.92,10.6,0.01,8.08e-07,2.563,0.002,30.3,2.85,56.51,2.103,1.598,0.0293,0.0271,0.000492,0.028,0.000513,1.325,5.28,1.85,3.18,2.69
55177,200,67.0,0.92,10.6,0.01,1.5e-06,2.477,0.002,30.3,2.85,53.71,2.103,1.624,0.0226,0.0325,0.00051,0.0317,0.000523,1.316,5.28,1.85,3.18,2.69
55175,300,99.0,0.92,10.6,0.01,4.91e-06,2.43,0.002,30.3,2.85,53.71,2.103,1.624,0.00288,0.0518,0.000579,0.049,0.00051,1.254,5.28,1.85,3.18,2.69
55023,14,6.0,0.92,13.6,0.01,4.36e-09,2.385,0.005,64.0,4.7,266.22,2.103,1.316,0.0392,0.0182,0.000491,0.133,0.00045,1.938,6.99,2.29,3.43,4.08
55022,26,10.0,0.92,13.6,0.01,1.09e-08,2.505,0.005,64.0,4.7,146.94,2.103,1.357,0.0534,0.0114,0.000542,0.0877,0.0005,1.699,6.99,2.29,3.43,4.08
55021,60,24.0,0.92,13.6,0.01,1.17e-07,2.436,0.005,64.0,4.7,72.15,2.103,1.449,0.0393,0.0137,0.000573,0.051,0.000522,1.528,6.99,2.29,3.43,4.08
55020,125,50.0,0.92,13.6,0.01,4.06e-07,2.518,0.005,64.0,4.7,62.22,2.103,1.561,0.0342,0.0209,0.000548,0.0337,0.000494,1.364,6.99,2.29,3.43,4.08
55019,147,59.0,0.92,13.6,0.01,9.12e-07,2.43,0.005,64.0,4.7,56.51,2.103,1.598,0.0289,0.0265,0.000529,0.0346,0.000503,1.396,6.99,2.29,3.43,4.08
55018,160,64.0,0.92,13.6,0.01,9.53e-07,2.477,0.005,64.0,4.7,56.51,2.103,1.598,0.0284,0.0274,0.000512,0.0324,0.000505,1.365,6.99,2.29,3.43,4.08
55014,173,69.0,0.92,13.6,0.01,8.08e-07,2.563,0.005,64.0,4.7,56.51,2.103,1.598,0.0293,0.0271,0.000492,0.028,0.000513,1.325,6.99,2.29,3.43,4.08
55017,200,80.0,0.92,13.6,0.01,1.5e-06,2.477,0.005,64.0,4.7,53.71,2.103,1.624,0.0226,0.0325,0.00051,0.0317,0.000523,1.316,6.99,2.29,3.43,4.08
55015,300,120.0,0.92,13.6,0.01,4.91e-06,2.43,0.005,64.0,4.7,53.71,2.103,1.624,0.00288,0.0518,0.000579,0.049,0.00051,1.254,6.99,2.29,3.43,4.08
55016,550,220.0,0.92,13.6,0.01,0.00056,1.71,0.005,64.0,4.7,74.76,2.103,1.645,0.00168,0.0756,1.12e-10,0.0974,0.00175,1.1,6.99,2.29,3.43,4.08
55243,14,6.0,0.92,13.6,0.01,4.36e-09,2.385,0.005,64.9,4.76,266.22,2.103,1.316,0.0392,0.0182,0.000491,0.133,0.00045,1.938,7.24,2.16,3.18,3.63
55242,26,11.0,0.92,13.6,0.01,1.09e-08,2.505,0.005,64.9,4.76,146.94,2.103,1.357,0.0534,0.0114,0.000542,0.0877,0.0005,1.699,7.24,2.16,3.18,3.63
55241,60,26.0,0.92,13.6,0.01,1.17e-07,2.436,0.005,64.9,4.76,72.15,2.103,1.449,0.0393,0.0137,0.000573,0.051,0.000522,1.528,7.24,2.16,3.18,3.63
55240,125,54.0,0.92,13.6,0.01,4.06e-07,2.518,0.005,64.9,4.76,62.22,2.103,1.561,0.0342,0.0209,0.000548,0.0337,0.000494,1.364,7.24,2.16,3.18,3.63
55239,147,64.0,0.92,13.6,0.01,9.12e-07,2.43,0.005,64.9,4.76,56.51,2.103,1.598,0.0289,0.0265,0.000529,0.0346,0.000503,1.396,7.24,2.16,3.18,3.63
55238,160,69.0,0.92,13.6,0.01,9.53e-07,2.477,0.005,64.9,4.76,56.51,2.103,1.598,0.0284,0.0274,0.000512,0.0324,0.000505,1.365,7.24,2.16,3.18,3.63
55234,173,75.0,0.92,13.6,0.01,8.08e-07,2.563,0.005,64.9,4.76,56.51,2.103,1.598,0.0293,0.0271,0.000492,0.028,0.000513,1.325,7.24,2.16,3.18,3.63
55237,200,86.0,0.92,13.6,0.01,1.5e-06,2.477,0.005,64.9,4.76,53.71,2.103,1.624,0.0226,0.0325,0.00051,0.0317,0.000523,1.316,7.24,2.16,3.18,3.63
55235,300,130.0,0.92,13.6,0.01,4.91e-06,2.43,0.005,64.9,4.76,53.71,2.103,1.624,0.00288,0.0518,0.000579,0.049,0.00051,1.254,7.24,2.16,3.18,3.63
55273,14,12.0,0.92,13.6,0.01,4.36e-09,2.385,0.008,125.0,9.2,266.22,2.103,1.316,0.0392,0.0182,0.000491,0.133,0.00045,1.938,7.24,2.16,5.41,3.63
55272,26,21.0,0.92,13.6,0.01,1.09e-08,2.505,0.008,125.0,9.2,146.94,2.103,1.357,0.0534,0.0114,0.000542,0.0877,0.0005,1.699,7.24,2.16,5.41,3.63
55271,60,50.0,0.92,13.6,0.01,1.17e-07,2.436,0.008,125.0,9.2,72.15,2.103,1.449,0.0393,0.0137,0.000573,0.051,0.000522,1.528,7.24,2.16,5.41,3.63
55270,125,103.0,0.92,13.6,0.01,4.06e-07,2.518,0.008,125.0,9.2,62.22,2.103,1.561,0.0342,0.0209,0.000548,0.0337,0.000494,1.364,7.24,2.16,5.41,3.63
55269,147,122.0,0.92,13.6,0.01,9.12e-07,2.43,0.008,125.0,9.2,56.51,2.103,1.598,0.0289,0.0265,0.000529,0.0346,0.000503,1.396,7.24,2.16,5.41,3.63
55268,160,132.0,0.92,13.6,0.01,9.53e-07,2.477,0.008,125.0,9.2,56.51,2.103,1.598,0.0284,0.0274,0.000512,0.0324,0.000505,1.365,7.24,2.16,5.41,3.63
55264,173,144.0,0.92,13.6,0.01,8.08e-07,2.563,0.008,125.0,9.2,56.51,2.103,1.598,0.0293,0.0271,0.000492,0.028,0.000513,1.325,7.24,2.16,5.41,3.63
55267,200,165.0,0.92,13.6,0.01,1.5e-06,2.477,0.008,125.0,9.2,53.71,2.103,1.624,0.0226,0.0325,0.00051,0.0317,0.000523,1.316,7.24,2.16,5.41,3.63
55265,300,247.0,0.92,13.6,0.01,4.91e-06,2.43,0.008,125.0,9.2,53.71,2.103,1.624,0.00288,0.0518,0.000579,0.049,0.00051,1.254,7.24,2.16,5.41,3.63
55266,550,466.0,0.92,13.6,0.01,0.00056,1.71,0.008,125.0,9.2,74.76,2.103,1.645,0.00168,0.0756,1.12e-10,0.0974,0.00175,1.1,7.24,2.16,5.41,3.63
55413,14,8.0,0.92,16.5,0.01,4.36e-09,2.385,0.02,120.0,7.25,266.22,2.103,1.316,0.0392,0.0182,0.000491,0.133,0.00045,1.938,7.49,3.45,5.72,9.35
55412,26,14.0,0.92,16.5,0.01,1.09e-08,2.505,0.02,120.0,7.25,146.94,2.103,1.357,0.0534,0.0114,0.000542,0.0877,0.0005,1.699,7.49,3.45,5.72,9.35
55411,60,33.0,0.92,16.5,0.01,1.17e-07,2.436,0.02,120.0,7.25,72.15,2.103,1.449,0.0393,0.0137,0.000573,0.051,0.000522,1.528,7.49,3.45,5.72,9.35
55410,125,70.0,0.92,16.5,0.01,4.06e-07,2.518,0.02,120.0,7.25,62.22,2.103,1.561,0.0342,0.0209,0.000548,0.0337,0.000494,1.364,7.49,3.45,5.72,9.35
55409,147,81.0,0.92,16.5,0.01,9.12e-07,2.43,0.02,120.0,7.25,56.51,2.103,1.598,0.0289,0.0265,0.000529,0.0346,0.000503,1.396,7.49,3.45,5.72,9.35
55408,160,89.0,0.92,16.5,0.01,9.53e-07,2.477,0.02,120.0,7.25,56.51,2.103,1.598,0.0284,0.0274,0.000512,0.0324,0.000505,1.365,7.49,3.45,5.72,9.35
55404,173,95.0,0.92,16.5,0.01,8.08e-07,2.563,0.02,120.0,7.25,56.51,2.103,1.598,0.0293,0.0271,0.000492,0.028,0.000513,1.325,7.49,3.45,5.72,9.35
55407,200,112.0,0.92,16.5,0.01,1.5e-06,2.477,0.02,120.0,7.25,53.71,2.103,1.624,0.0226,0.0325,0.00051,0.0317,0.000523,1.316,7.49,3.45,5.72,9.35
55405,300,166.0,0.92,16.5,0.01,4.91e-06,2.43,0.02,120.0,7.25,53.71,2.103,1.624,0.00288,0.0518,0.000579,0.049,0.00051,1.254,7.49,3.45,5.72,9.35
55033,14,6.0,0.92,17.9,0.01,4.36e-09,2.385,0.02,107.0,5.99,266.22,2.103,1.316,0.0392,0.0182,0.000491,0.133,0.00045,1.938,8.51,3.45,3.81,9.35
55032,26,11.0,0.92,17.9,0.01,1.09e-08,2.505,0.02,107.0,5.99,146.94,2.103,1.357,0.0534,0.0114,0.000542,0.0877,0.0005,1.699,8.51,3.45,3.81,9.35
55031,60,25.0,0.92,17.9,0.01,1.17e-07,2.436,0.02,107.0,5.99,72.15,2.103,1.449,0.0393,0.0137,0.000573,0.051,0.000522,1.528,8.51,3.45,3.81,9.35
55030,125,52.0,0.92,17.9,0.01,4.06e-07,2.518,0.02,107.0,5.99,62.22,2.103,1.561,0.0342,0.0209,0.000548,0.0337,0.000494,1.364,8.51,3.45,3.81,9.35
55029,147,62.0,0.92,17.9,0.01,9.12e-07,2.43,0.02,107.0,5.99,56.51,2.103,1.598,0.0289,0.0265,0.000529,0.0346,0.000503,1.396,8.51,3.45,3.81,9.35
55028,160,66.0,0.92,17.9,0.01,9.53e-07,2.477,0.02,107.0,5.99,56.51,2.103,1.598,0.0284,0.0274,0.000512,0.0324,0.000505,1.365,8.51,3.45,3.81,9.35
55024,173,73.0,0.92,17.9,0.01,8.08e-07,2.563,0.02,107.0,5.99,56.51,2.103,1.598,0.0293,0.0271,0.000492,0.028,0.000513,1.325,8.51,3.45,3.81,9.35
55027,200,83.0,0.92,17.9,0.01,1.5e-06,2.477,0.02,107.0,5.99,53.71,2.103,1.624,0.0226,0.0325,0.00051,0.0317,0.000523,1.316,8.51,3.45,3.81,9.35
55025,300,124.0,0.92,17.9,0.01,4.91e-06,2.43,0.02,107.0,5.99,53.71,2.103,1.624,0.00288,0.0518,0.000579,0.049,0.00051,1.254,8.51,3.45,3.81,9.35
55026,550,229.0,0.92,17.9,0.01,0.00056,1.71,0.02,107.0,5.99,74.76,2.103,1.645,0.00168,0.0756,1.12e-10,0.0974,0.00175,1.1,8.51,3.45,3.81,9.35
55283,14,6.0,0.92,21.8,0.01,4.36e-09,2.385,0.04,164.0,7.52,266.22,2.103,1.316,0.0392,0.0182,0.000491,0.133,0.00045,1.938,10.29,4.27,3.81,14.3
55282,26,11.0,0.92,21.8,0.01,1.09e-08,2.505,0.04,164.0,7.52,146.94,2.103,1.357,0.0534,0.0114,0.000542,0.0877,0.0005,1.699,10.29,4.27,3.81,14.3
55281,60,25.0,0.92,21.8,0.01,1.17e-07,2.436,0.04,164.0,7.52,72.15,2.103,1.449,0.0393,0.0137,0.000573,0.051,0.000522,1.528,10.29,4.27,3.81,14.3
55280,125,53.0,0.92,21.8,0.01,4.06e-07,2.518,0.04,164.0,7.52,62.22,2.103,1.561,0.0342,0.0209,0.000548,0.0337,0.000494,1.364,10.29,4.27,3.81,14.3
55279,147,63.0,0.92,21.8,0.01,9.12e-07,2.43,0.04,164.0,7.52,56.51,2.103,1.598,0.0289,0.0265,0.000529,0.0346,0.000503,1.396,10.29,4.27,3.81,14.3
55278,160,68.0,0.92,21.8,0.01,9.53e-07,2.477,0.04,164.0,7.52,56.51,2.103,1.598,0.0284,0.0274,0.000512,0.0324,0.000505,1.365,10.29,4.27,3.81,14.3
55274,173,74.0,0.92,21.8,0.01,8.08e-07,2.563,0.04,164.0,7.52,56.51,2.103,1.598,0.0293,0.0271,0.000492,0.028,0.000513,1.325,10.29,4.27,3.81,14.3
55277,200,84.0,0.92,21.8,0.01,1.5e-06,2.477,0.04,164.0,7.52,53.71,2.103,1.624,0.0226,0.0325,0.00051,0.0317,0.000523,1.316,10.29,4.27,3.81,14.3
55275,300,128.0,0.92,21.8,0.01,4.91e-06,2.43,0.04,164.0,7.52,53.71,2.103,1.624,0.00288,0.0518,0.000579,0.049,0.00051,1.254,10.29,4.27,3.81,14.3
55276,550,232.0,0.92,21.8,0.01,0.00056,1.71,0.04,164.0,7.52,74.76,2.103,1.645,0.00168,0.0756,1.12e-10,0.0974,0.00175,1.1,10.29,4.27,3.81,14.3
